latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
40.33089,-78.75555,305.02,2.75,1.59,2025-09-01,0124,Terra,MODIS,63,6.1NRT,282.44,39.32,N
29.72147,-95.17553,307.57,1.48,1.2,2025-09-01,0300,Terra,MODIS,65,6.1NRT,278.78,15.33,N
30.93971,-88.01266,303.89,1.17,1.08,2025-09-01,0300,Terra,MODIS,57,6.1NRT,289.47,6.7,N
30.97323,-94.85829,303,1.35,1.15,2025-09-01,0300,Terra,MODIS,53,6.1NRT,281.72,9.68,N
32.2368,-88.27824,314.29,1.18,1.08,2025-09-01,0300,Terra,MODIS,89,6.1NRT,291,15.78,N
33.44375,-88.56972,308.01,1.17,1.08,2025-09-01,0300,Terra,MODIS,73,6.1NRT,292.18,10.13,N
33.44231,-88.58201,301.54,1.17,1.08,2025-09-01,0300,Terra,MODIS,42,6.1NRT,291.53,5.32,N
34.52002,-93.28601,300.01,1.04,1.02,2025-09-01,0300,Terra,MODIS,8,6.1NRT,289.75,3.32,N
30.06389,-90.59688,302.65,1,1,2025-09-01,0300,Terra,MODIS,50,6.1NRT,290.96,3.96,N
41.63467,-87.13979,307.89,1.77,1.3,2025-09-01,0302,Terra,MODIS,73,6.1NRT,289.86,21.82,N
36.90263,-119.11853,343.83,1.07,1.03,2025-09-01,0440,Terra,MODIS,100,6.1NRT,300.78,50.81,N
36.93387,-118.97754,370.77,1.06,1.03,2025-09-01,0440,Terra,MODIS,100,6.1NRT,297.79,129.7,N
36.93197,-118.98983,402.59,1.06,1.03,2025-09-01,0440,Terra,MODIS,100,6.1NRT,303.98,292.71,N
36.93004,-119.00235,380.3,1.07,1.03,2025-09-01,0440,Terra,MODIS,100,6.1NRT,300.34,166.33,N
36.92823,-119.01399,327.36,1.07,1.03,2025-09-01,0440,Terra,MODIS,100,6.1NRT,293.9,24.32,N
36.91542,-119.09632,317.35,1.07,1.03,2025-09-01,0440,Terra,MODIS,40,6.1NRT,298.25,12.16,N
36.91356,-119.1082,333.26,1.07,1.03,2025-09-01,0440,Terra,MODIS,100,6.1NRT,298.83,31.86,N
