latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
33.01685,-79.88796,308.95,1.22,1.1,2024-12-01,0221,Terra,MODIS,76,6.1NRT,274.73,18.36,N
33.41755,-110.85982,344.53,1,1,2024-12-01,1010,Aqua,MODIS,100,6.1NRT,279.26,56.24,N
30.22936,-91.26697,347.23,1.01,1.01,2024-12-01,1602,Terra,MODIS,95,6.1NRT,292.43,58.11,D
35.37352,-92.83955,323.77,1.09,1.04,2024-12-01,1602,Terra,MODIS,83,6.1NRT,282.37,28.01,D
35.37203,-92.82775,322.33,1.09,1.04,2024-12-01,1602,Terra,MODIS,82,6.1NRT,283.03,26.29,D
33.89669,-98.18204,302.58,2.08,1.4,2024-12-01,1602,Terra,MODIS,53,6.1NRT,281.77,21.36,D
33.6145,-95.73593,316.6,1.44,1.19,2024-12-01,1602,Terra,MODIS,77,6.1NRT,285.84,26.77,D
33.61285,-95.72082,311.72,1.43,1.18,2024-12-01,1602,Terra,MODIS,72,6.1NRT,286.62,19.93,D
33.57673,-96.20129,300.62,1.53,1.22,2024-12-01,1602,Terra,MODIS,40,6.1NRT,283.66,9.9,D
33.57185,-96.19173,300.29,1.53,1.22,2024-12-01,1602,Terra,MODIS,34,6.1NRT,283.22,10.43,D
32.45025,-97.03735,300.36,1.67,1.27,2024-12-01,1602,Terra,MODIS,35,6.1NRT,285.41,10.26,D
32.07953,-95.20355,304.28,1.28,1.12,2024-12-01,1602,Terra,MODIS,58,6.1NRT,285.89,10.89,D
30.58889,-91.63831,304.59,1,1,2024-12-01,1602,Terra,MODIS,59,6.1NRT,288.07,6.73,D
44.63865,-119.38174,302.42,1.74,1.29,2024-12-01,1736,Terra,MODIS,52,6.1NRT,273.93,20.85,D
46.62491,-116.58652,306.01,1.33,1.14,2024-12-01,1736,Terra,MODIS,63,6.1NRT,270.81,17.51,D
33.42316,-110.8633,313.27,1.51,1.21,2024-12-01,1741,Terra,MODIS,73,6.1NRT,291.3,19.93,D
33.42027,-110.84743,304.23,1.51,1.21,2024-12-01,1741,Terra,MODIS,58,6.1NRT,291.05,8.69,D
34.3997,-118.59348,303.89,1.18,1.08,2024-12-01,1741,Terra,MODIS,57,6.1NRT,290.91,5.52,D
28.36149,-82.67913,304.06,1.06,1.03,2024-12-01,1929,Aqua,MODIS,39,6.1NRT,287.98,5,D
30.51483,-85.69968,303.34,1.35,1.15,2024-12-01,1929,Aqua,MODIS,48,6.1NRT,288.93,9.13,D
30.02454,-90.53329,303.85,2.88,1.62,2024-12-01,1929,Aqua,MODIS,57,6.1NRT,289.65,28.82,D
31.50091,-83.2839,302.56,1.04,1.02,2024-12-01,1929,Aqua,MODIS,53,6.1NRT,290.55,5.72,D
30.51326,-85.7059,301.35,1.35,1.15,2024-12-01,1929,Aqua,MODIS,28,6.1NRT,288.92,7.26,D
30.02748,-90.53862,304.29,2.88,1.62,2024-12-01,1929,Aqua,MODIS,55,6.1NRT,289.85,29.9,D
26.51638,-80.56042,311.09,1,1,2024-12-01,1929,Aqua,MODIS,64,6.1NRT,284.3,10.77,D
27.47219,-82.2674,301.16,1.04,1.02,2024-12-01,1929,Aqua,MODIS,42,6.1NRT,287.02,3.89,D
28.09261,-81.09458,307.75,1,1,2024-12-01,1929,Aqua,MODIS,66,6.1NRT,293.34,7.2,D
30.61209,-92.93985,306.32,4.05,1.87,2024-12-01,1932,Aqua,MODIS,63,6.1NRT,287.84,62.22,D
35.37177,-92.85873,311.17,2.99,1.64,2024-12-01,1932,Aqua,MODIS,71,6.1NRT,284.51,61.61,D
35.37912,-92.82726,315.8,2.97,1.64,2024-12-01,1932,Aqua,MODIS,76,6.1NRT,284.4,79.27,D
35.05069,-92.0826,301.07,2.71,1.58,2024-12-01,1932,Aqua,MODIS,44,6.1NRT,284.16,27.21,D
34.36916,-84.7774,301.79,1.08,1.04,2024-12-01,1932,Aqua,MODIS,49,6.1NRT,283.65,7.67,D
31.67773,-94.26469,308.75,4.64,1.97,2024-12-01,1932,Aqua,MODIS,68,6.1NRT,289.1,88.45,D
31.69291,-94.26199,303.35,4.64,1.97,2024-12-01,1932,Aqua,MODIS,56,6.1NRT,289.32,56.04,D
33.24784,-86.32966,300.71,1.31,1.14,2024-12-01,1932,Aqua,MODIS,30,6.1NRT,285.85,7.84,D
33.76138,-82.02197,315.68,1.01,1,2024-12-01,1932,Aqua,MODIS,76,6.1NRT,285.93,16.14,D
32.35973,-85.6131,301.51,1.24,1.11,2024-12-01,1932,Aqua,MODIS,47,6.1NRT,285.71,8.54,D
32.36194,-85.60039,303.71,1.24,1.11,2024-12-01,1932,Aqua,MODIS,57,6.1NRT,285.53,10.22,D
31.90774,-86.18288,312.55,1.36,1.15,2024-12-01,1932,Aqua,MODIS,73,6.1NRT,287.52,20.37,D
31.90528,-86.19667,300.1,1.36,1.16,2024-12-01,1932,Aqua,MODIS,27,6.1NRT,287.45,7.95,D
30.60622,-92.93372,307.77,4.05,1.87,2024-12-01,1932,Aqua,MODIS,66,6.1NRT,287.77,69.49,D
32.5765,-84.32573,301.19,1.09,1.04,2024-12-01,1932,Aqua,MODIS,45,6.1NRT,287.14,5.93,D
30.81594,-87.43571,307.39,1.7,1.28,2024-12-01,1932,Aqua,MODIS,65,6.1NRT,289.93,17.44,D
30.1014,-91.03899,306.78,3.11,1.67,2024-12-01,1932,Aqua,MODIS,49,6.1NRT,290.13,36.2,D
30.09464,-91.06969,302.29,3.13,1.68,2024-12-01,1932,Aqua,MODIS,49,6.1NRT,291.55,24.23,D
30.10166,-91.04315,310.25,3.11,1.67,2024-12-01,1932,Aqua,MODIS,53,6.1NRT,290.52,48.81,D
31.60438,-83.62188,302.76,1.06,1.03,2024-12-01,1932,Aqua,MODIS,54,6.1NRT,288.72,5.73,D
31.61271,-83.63049,307.33,1.06,1.03,2024-12-01,1932,Aqua,MODIS,65,6.1NRT,288.54,9.41,D
